Cell Code,T_C,T_K,Conductivity,Filename,1000/T
GG02,0,273.15,7.715981582100111e-09,BL-LL-GG02_0C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.660992128866923
GG02,-10,263.15,9.718173228980811e-05,BL-LL-GG02_-10C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.800114003420103
GG02,-10,263.15,6.545984940668384e-09,BL-LL-GG02_-10C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.800114003420103
GG02,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GG02_-20C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.950227138060439
GG02,-20,253.14999999999998,5.619180455724369e-09,BL-LL-GG02_-20C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.950227138060439
GG02,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GG02_-40C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,4.2890842805061125
GG02,-40,233.14999999999998,3.5586212359452545e-09,BL-LL-GG02_-40C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,4.2890842805061125
GG02,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GG02_-60C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,4.691531785127845
GG02,-60,213.14999999999998,2.441752005899273e-09,BL-LL-GG02_-60C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,4.691531785127845
GG03,60,333.15,9.718173228980811e-05,BL-LL-GG03_60C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.0016509079994
GG03,60,333.15,2.5791446914511952e-08,BL-LL-GG03_60C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.0016509079994
GG03,40,313.15,9.718173228980811e-05,BL-LL-GG03_40C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.193357815743254
GG03,40,313.15,1.8977068380043927e-08,BL-LL-GG03_40C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.193357815743254
GG03,20,293.15,9.276438082208953e-05,BL-LL-GG03_20C_Blocking_Ionic_Conductivity_01_OCV_C01.mpt,3.4112229234180456
GG03,20,293.15,1.4699038277526574e-08,BL-LL-GG03_20C_Blocking_Ionic_Conductivity_02_PEIS_C01.mpt,3.4112229234180456
GG03,10,283.15,9.718173228980811e-05,BL-LL-GG03_10C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.531696980399082
GG03,10,283.15,1.3176919104517822e-08,BL-LL-GG03_10C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.531696980399082
GG03,0,273.15,9.718173228980811e-05,BL-LL-GG03_0C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.660992128866923
GG03,0,273.15,1.1608529603382881e-08,BL-LL-GG03_0C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.660992128866923
GG03,-10,263.15,9.718173228980811e-05,BL-LL-GG03_-10C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.800114003420103
GG03,-10,263.15,9.88461962260803e-09,BL-LL-GG03_-10C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.800114003420103
GG03,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GG03_-20C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.950227138060439
GG03,-20,253.14999999999998,8.306014464146746e-09,BL-LL-GG03_-20C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.950227138060439
GG03,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GG03_-40C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,4.2890842805061125
GG03,-40,233.14999999999998,5.0729277910266085e-09,BL-LL-GG03_-40C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,4.2890842805061125
GG03,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GG03_-60C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,4.691531785127845
GG03,-60,213.14999999999998,1.7748079047845545e-09,BL-LL-GG03_-60C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,4.691531785127845
GH01,60,333.15,9.718173228980811e-05,BL-LL-GH01_60C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.0016509079994
GH01,60,333.15,2.1609681891578887e-08,BL-LL-GH01_60C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.0016509079994
GH01,40,313.15,9.718173228980811e-05,BL-LL-GH01_40C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.193357815743254
GH01,40,313.15,1.7409457652563375e-08,BL-LL-GH01_40C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.193357815743254
GH01,20,293.15,9.276438082208953e-05,BL-LL-GH01_20C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.4112229234180456
GH01,20,293.15,1.3807115160125075e-08,BL-LL-GH01_20C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.4112229234180456
GH01,10,283.15,9.718173228980811e-05,BL-LL-GH01_10C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.531696980399082
GH01,10,283.15,1.1887804249195535e-08,BL-LL-GH01_10C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.531696980399082
GH01,0,273.15,9.718173228980811e-05,BL-LL-GH01_0C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.660992128866923
GH01,0,273.15,1.0522268400041218e-08,BL-LL-GH01_0C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.660992128866923
GH01,-10,263.15,9.276438082208953e-05,BL-LL-GH01_-10C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.800114003420103
GH01,-10,263.15,8.842793677065788e-09,BL-LL-GH01_-10C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.800114003420103
GH01,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GH01_-20C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.950227138060439
GH01,-20,253.14999999999998,7.836482722746678e-09,BL-LL-GH01_-20C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.950227138060439
GH01,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GH01_-40C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,4.2890842805061125
GH01,-40,233.14999999999998,5.383735630860748e-09,BL-LL-GH01_-40C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,4.2890842805061125
GH01,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GH01_-60C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,4.691531785127845
GH01,-60,213.14999999999998,3.2264522041649553e-09,BL-LL-GH01_-60C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,4.691531785127845
GH02,60,333.15,9.718173228980811e-05,BL-LL-GH02_60C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.0016509079994
GH02,60,333.15,2.347795953465018e-08,BL-LL-GH02_60C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.0016509079994
GH02,40,313.15,9.718173228980811e-05,BL-LL-GH02_40C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.193357815743254
GH02,40,313.15,1.6387723420310638e-08,BL-LL-GH02_40C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.193357815743254
GH02,20,293.15,9.276438082208953e-05,BL-LL-GH02_20C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.4112229234180456
GH02,20,293.15,1.644148738754825e-08,BL-LL-GH02_20C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.4112229234180456
GH02,10,283.15,9.718173228980811e-05,BL-LL-GH02_10C_Blocking_Ionic_Conductivity_01_OCV_C01.mpt,3.531696980399082
GH02,10,283.15,1.4117579392767233e-08,BL-LL-GH02_10C_Blocking_Ionic_Conductivity_02_PEIS_C01.mpt,3.531696980399082
GH02,0,273.15,9.718173228980811e-05,BL-LL-GH02_0C_Blocking_Ionic_Conductivity_01_OCV_C01.mpt,3.660992128866923
GH02,0,273.15,1.129417508205817e-08,BL-LL-GH02_0C_Blocking_Ionic_Conductivity_02_PEIS_C01.mpt,3.660992128866923
GH02,-10,263.15,9.718173228980811e-05,BL-LL-GH02_-10C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.800114003420103
GH02,-10,263.15,1.0115529277802252e-08,BL-LL-GH02_-10C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.800114003420103
GH02,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GH02_-20C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.950227138060439
GH02,-20,253.14999999999998,8.189802230903111e-09,BL-LL-GH02_-20C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.950227138060439
GH02,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GH02_-40C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,4.2890842805061125
GH02,-40,233.14999999999998,5.2402769645260955e-09,BL-LL-GH02_-40C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,4.2890842805061125
GH02,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GH02_-60C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,4.691531785127845
GH02,-60,213.14999999999998,3.0819038488886922e-09,BL-LL-GH02_-60C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,4.691531785127845
GH03,60,333.15,9.718173228980811e-05,BL-LL-GH03_60C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.0016509079994
GH03,60,333.15,2.543090416472101e-08,BL-LL-GH03_60C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.0016509079994
GH03,40,313.15,9.718173228980811e-05,BL-LL-GH03_40C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.193357815743254
GH03,40,313.15,1.8710696680090063e-08,BL-LL-GH03_40C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.193357815743254
GH03,20,293.15,9.276438082208953e-05,BL-LL-GH03_20C_Blocking_Ionic_Conductivity_01_OCV_C01.mpt,3.4112229234180456
GH03,20,293.15,1.4676532378888454e-08,BL-LL-GH03_20C_Blocking_Ionic_Conductivity_02_PEIS_C01.mpt,3.4112229234180456
GH03,10,283.15,9.718173228980811e-05,BL-LL-GH03_10C_Blocking_Ionic_Conductivity_01_OCV_C02.mpt,3.531696980399082
GH03,10,283.15,1.2373799241046243e-08,BL-LL-GH03_10C_Blocking_Ionic_Conductivity_02_PEIS_C02.mpt,3.531696980399082
GH03,0,273.15,9.718173228980811e-05,BL-LL-GH03_0C_Blocking_Ionic_Conductivity_01_OCV_C02.mpt,3.660992128866923
GH03,0,273.15,9.350752528552888e-09,BL-LL-GH03_0C_Blocking_Ionic_Conductivity_02_PEIS_C02.mpt,3.660992128866923
GH03,-10,263.15,9.718173228980811e-05,BL-LL-GH03_-10C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.800114003420103
GH03,-10,263.15,8.666077353763502e-09,BL-LL-GH03_-10C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.800114003420103
GH03,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GH03_-20C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.950227138060439
GH03,-20,253.14999999999998,1.2198051343000879e-08,BL-LL-GH03_-20C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.950227138060439
GH03,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GH03_-40C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,4.2890842805061125
GH03,-40,233.14999999999998,4.736610158449604e-09,BL-LL-GH03_-40C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,4.2890842805061125
GH03,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GH03_-60C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,4.691531785127845
GH03,-60,213.14999999999998,2.7449433841537606e-09,BL-LL-GH03_-60C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,4.691531785127845
GI01,60,333.15,9.718173228980811e-05,BL-LL-GI01_60C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.0016509079994
GI01,60,333.15,1.273878795278974e-08,BL-LL-GI01_60C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.0016509079994
GI01,40,313.15,9.718173228980811e-05,BL-LL-GI01_40C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.193357815743254
GI01,40,313.15,1.2662387092843495e-08,BL-LL-GI01_40C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.193357815743254
GI01,20,293.15,9.276438082208953e-05,BL-LL-GI01_20C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.4112229234180456
GI01,20,293.15,9.144951731865655e-09,BL-LL-GI01_20C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.4112229234180456
GI01,10,283.15,9.718173228980811e-05,BL-LL-GI01_10C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.531696980399082
GI01,10,283.15,7.595533225504815e-09,BL-LL-GI01_10C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.531696980399082
GI01,0,273.15,9.718173228980811e-05,BL-LL-GI01_0C_Blocking_Ionic_Conductivity_01_OCV_C03.mpt,3.660992128866923
GI01,0,273.15,7.670671360031371e-09,BL-LL-GI01_0C_Blocking_Ionic_Conductivity_02_PEIS_C03.mpt,3.660992128866923
GI01,-10,263.15,9.718173228980811e-05,BL-LL-GI01_-10C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.800114003420103
GI01,-10,263.15,4.429069600576149e-09,BL-LL-GI01_-10C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.800114003420103
GI01,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GI01_-20C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.950227138060439
GI01,-20,253.14999999999998,3.4391221049298164e-09,BL-LL-GI01_-20C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.950227138060439
GI01,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GI01_-40C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,4.2890842805061125
GI01,-40,233.14999999999998,1.5088731028579745e-09,BL-LL-GI01_-40C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,4.2890842805061125
GI01,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GI01_-60C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,4.691531785127845
GI01,-60,213.14999999999998,7.683935855050579e-10,BL-LL-GI01_-60C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,4.691531785127845
GI02,60,333.15,9.718173228980811e-05,BL-LL-GI02_60C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.0016509079994
GI02,60,333.15,2.6475244618777204e-08,BL-LL-GI02_60C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.0016509079994
GI02,40,313.15,9.718173228980811e-05,BL-LL-GI02_40C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.193357815743254
GI02,40,313.15,1.9634161452536614e-08,BL-LL-GI02_40C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.193357815743254
GI02,20,293.15,9.276438082208953e-05,BL-LL-GI02_20C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.4112229234180456
GI02,20,293.15,1.4569144045723933e-08,BL-LL-GI02_20C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.4112229234180456
GI02,10,283.15,9.718173228980811e-05,BL-LL-GI02_10C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.531696980399082
GI02,10,283.15,1.1207340939216929e-08,BL-LL-GI02_10C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.531696980399082
GI02,0,273.15,9.718173228980811e-05,BL-LL-GI02_0C_Blocking_Ionic_Conductivity_01_OCV_C04.mpt,3.660992128866923
GI02,0,273.15,9.041420906455501e-09,BL-LL-GI02_0C_Blocking_Ionic_Conductivity_02_PEIS_C04.mpt,3.660992128866923
GI02,-10,263.15,9.718173228980811e-05,BL-LL-GI02_-10C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.800114003420103
GI02,-10,263.15,7.591500230818047e-09,BL-LL-GI02_-10C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.800114003420103
GI02,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GI02_-20C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.950227138060439
GI02,-20,253.14999999999998,6.003836936912712e-09,BL-LL-GI02_-20C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.950227138060439
GI02,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GI02_-40C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,4.2890842805061125
GI02,-40,233.14999999999998,3.1798278720506155e-09,BL-LL-GI02_-40C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,4.2890842805061125
GI02,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GI02_-60C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,4.691531785127845
GI02,-60,213.14999999999998,9.800095246341693e-10,BL-LL-GI02_-60C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,4.691531785127845
GI03,60,333.15,9.718173228980811e-05,BL-LL-GI03_60C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.0016509079994
GI03,60,333.15,2.6157394924396173e-08,BL-LL-GI03_60C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.0016509079994
GI03,40,313.15,9.718173228980811e-05,BL-LL-GI03_40C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.193357815743254
GI03,40,313.15,1.9166904199235372e-08,BL-LL-GI03_40C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.193357815743254
GI03,20,293.15,9.276438082208953e-05,BL-LL-GI03_20C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.4112229234180456
GI03,20,293.15,1.3205223543794831e-08,BL-LL-GI03_20C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.4112229234180456
GI03,10,283.15,9.718173228980811e-05,BL-LL-GI03_10C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.531696980399082
GI03,10,283.15,1.0218620788497144e-08,BL-LL-GI03_10C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.531696980399082
GI03,0,273.15,9.718173228980811e-05,BL-LL-GI03_0C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.660992128866923
GI03,0,273.15,8.369115416554183e-09,BL-LL-GI03_0C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.660992128866923
GI03,-10,263.15,9.718173228980811e-05,BL-LL-GI03_-10C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.800114003420103
GI03,-10,263.15,7.1889645012513036e-09,BL-LL-GI03_-10C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.800114003420103
GI03,-20,253.14999999999998,9.718173228980811e-05,BL-LL-GI03_-20C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,3.950227138060439
GI03,-20,253.14999999999998,5.8002542522890675e-09,BL-LL-GI03_-20C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,3.950227138060439
GI03,-40,233.14999999999998,9.718173228980811e-05,BL-LL-GI03_-40C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,4.2890842805061125
GI03,-40,233.14999999999998,3.111894693110158e-09,BL-LL-GI03_-40C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,4.2890842805061125
GI03,-60,213.14999999999998,9.718173228980811e-05,BL-LL-GI03_-60C_Blocking_Ionic_Conductivity_01_OCV_C05.mpt,4.691531785127845
GI03,-60,213.14999999999998,1.0545833062630587e-10,BL-LL-GI03_-60C_Blocking_Ionic_Conductivity_02_PEIS_C05.mpt,4.691531785127845
